feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,targetfeature
30,RL,NA,12342,Pave,IR1,Lvl,AllPub,Gtl,4,5,1940,0,TA,TA,262,599,861,Ex,Y,861,0,0,1,0,1,1,TA,4,Typ,0,NA,1961,2,539,Y,158,0,0,0,0,0,0,3,2009,NA,NA,NA,82500
20,RL,90,12378,Pave,IR1,Lvl,AllPub,Gtl,9,5,2003,0,Gd,TA,1274,622,1896,Ex,Y,1944,1,0,2,0,3,1,Ex,8,Typ,3,Ex,2003,3,708,Y,208,175,0,0,0,0,0,11,2006,NA,NA,NA,360000
60,RL,NA,7685,Pave,IR1,Lvl,AllPub,Gtl,6,5,1993,112,TA,TA,518,179,697,Gd,Y,1501,0,0,2,1,3,1,Gd,6,Typ,1,TA,1993,2,420,Y,190,63,0,0,0,0,0,5,2006,NA,NA,NA,165600
20,RL,50,8000,Pave,Reg,Lvl,AllPub,Gtl,6,6,1948,0,TA,Gd,680,292,972,Ex,Y,972,1,0,1,0,2,1,TA,5,Typ,1,Gd,1948,1,240,Y,0,0,0,0,0,0,0,5,2009,NA,NA,NA,132000
190,RM,65,7800,Pave,Reg,Lvl,AllPub,Gtl,5,7,1939,0,TA,TA,507,286,793,TA,Y,1118,1,0,1,0,3,1,TA,5,Typ,1,Gd,1939,2,410,Y,0,0,0,0,271,0,0,5,2006,NA,MnPrv,NA,119900
20,RL,150,215245,Pave,IR3,Low,AllPub,Sev,7,5,1965,0,TA,TA,1236,80,2136,TA,Y,2036,2,0,2,0,3,1,TA,8,Typ,2,Gd,1965,2,513,Y,0,0,0,0,0,0,0,6,2009,NA,NA,NA,375000
70,RM,60,9600,Pave,Reg,Lvl,AllPub,Gtl,7,7,1925,0,TA,TA,16,712,728,Ex,Y,1641,0,1,1,1,3,1,Ex,6,Typ,1,Gd,1925,2,546,Y,0,0,234,0,0,0,0,8,2006,NA,NA,NA,178000
60,RL,71,7795,Pave,IR1,Lvl,AllPub,Gtl,7,5,2004,0,Gd,TA,425,291,716,Ex,Y,1432,1,0,2,1,3,1,Gd,6,Typ,1,Gd,2004,2,432,Y,100,51,0,0,0,0,0,7,2009,NA,NA,NA,188500
60,RL,94,13005,Pave,IR1,Lvl,AllPub,Gtl,7,7,1980,278,Gd,TA,692,153,845,TA,Y,2353,1,0,2,1,4,1,Ex,10,Typ,1,TA,1983,2,484,Y,288,195,0,0,0,0,0,8,2009,NA,GdPrv,NA,260000
60,FV,75,9000,Pave,Reg,Lvl,AllPub,Gtl,8,5,2006,0,Gd,TA,0,1088,1088,Ex,Y,1959,0,0,2,1,3,1,Gd,8,Typ,1,Gd,2006,3,1025,Y,208,46,0,0,0,0,0,12,2007,NA,NA,NA,270000
60,RL,90,9900,Pave,Reg,Low,AllPub,Mod,7,5,1993,256,Gd,TA,987,360,1347,Ex,Y,2646,1,0,2,1,4,1,Gd,9,Typ,1,TA,1993,3,656,Y,340,60,144,0,0,0,0,4,2009,NA,NA,NA,260000
80,RL,NA,14115,Pave,Reg,Lvl,AllPub,Gtl,7,5,1980,225,TA,TA,1036,336,1372,TA,Y,1472,1,0,2,0,3,1,TA,6,Typ,2,TA,1980,2,588,Y,233,48,0,0,0,0,0,6,2009,NA,NA,NA,187500
60,RL,111,16259,Pave,Reg,Lvl,AllPub,Gtl,9,5,2006,370,TA,TA,0,1249,1249,Ex,Y,2596,0,0,3,1,4,1,Gd,9,Typ,0,NA,2006,3,840,Y,240,154,0,0,0,0,0,9,2006,NA,NA,NA,342643
60,RL,99,12099,Pave,IR1,Lvl,AllPub,Gtl,8,5,2004,388,Gd,TA,970,166,1136,Ex,Y,2468,1,0,2,1,4,1,Gd,10,Typ,1,Gd,2004,3,872,Y,184,154,0,0,0,0,0,6,2007,NA,NA,NA,354000
60,RL,86,10380,Pave,IR1,Lvl,AllPub,Gtl,7,5,1986,172,Gd,TA,28,0,1502,Ex,Y,2730,1,0,2,1,4,1,Gd,8,Typ,1,TA,1987,2,576,Y,201,96,0,0,0,0,0,8,2007,NA,MnPrv,NA,301000
20,RM,49,5820,Pave,Reg,Lvl,AllPub,Gtl,3,8,1955,0,TA,Gd,256,906,1162,Ex,Y,1163,1,0,1,0,3,1,TA,6,Typ,0,NA,1955,1,220,Y,142,98,0,0,0,0,0,7,2006,NA,NA,NA,126175
80,RL,96,11275,Pave,Reg,Lvl,AllPub,Gtl,7,7,1967,300,Gd,Gd,0,710,710,Ex,Y,2978,0,0,2,1,5,1,Gd,11,Typ,1,Gd,1961,2,564,Y,240,0,0,0,0,0,0,6,2010,NA,NA,NA,242000
45,RM,50,5000,Pave,Reg,Lvl,AllPub,Gtl,5,6,1941,0,TA,TA,116,604,720,Po,N,803,0,0,1,0,2,1,TA,5,Typ,0,NA,1941,2,360,Y,0,0,244,0,0,0,0,12,2007,NA,NA,NA,87000
120,RL,32,10846,Pave,IR1,Lvl,AllPub,Gtl,8,5,1993,0,Gd,TA,1619,100,1719,Ex,Y,1719,2,0,1,1,1,1,Gd,6,Typ,2,Gd,1993,2,473,Y,122,30,0,0,0,0,0,5,2008,NA,NA,NA,324000
20,RL,80,11600,Pave,Reg,Lvl,AllPub,Gtl,6,5,1960,175,TA,TA,565,818,1383,TA,Y,1383,0,0,1,1,3,1,TA,7,Typ,0,NA,1960,1,292,Y,0,45,0,0,0,0,0,4,2006,NA,NA,NA,145250
75,RL,NA,11888,Pave,IR1,Bnk,AllPub,Gtl,6,6,1916,0,TA,TA,0,844,844,Gd,N,2134,0,0,2,0,5,1,Gd,10,Typ,0,NA,1930,2,441,Y,0,60,268,0,0,0,0,7,2009,NA,NA,NA,214500
70,RM,60,6402,Pave,Reg,Lvl,AllPub,Gtl,5,5,1920,0,TA,TA,0,596,596,TA,N,1192,0,0,1,0,3,1,TA,6,Typ,0,NA,1920,1,189,N,0,0,137,0,0,0,0,7,2009,NA,GdWo,NA,78000
90,RL,NA,10624,Pave,IR1,Lvl,AllPub,Gtl,5,4,1964,84,TA,TA,40,1424,1728,TA,Y,1728,0,1,2,0,6,2,TA,10,Typ,0,NA,2002,1,352,Y,155,0,0,0,0,0,0,11,2007,NA,NA,NA,119000
20,RL,70,8176,Pave,Reg,Lvl,AllPub,Gtl,5,6,1958,0,TA,TA,846,210,1056,Fa,Y,1056,1,0,1,0,3,1,TA,6,Typ,0,NA,1958,1,308,Y,0,0,0,0,0,0,0,8,2007,NA,NA,NA,139000
20,RL,85,10655,Pave,IR1,Lvl,AllPub,Gtl,8,5,2003,296,Gd,TA,1124,1603,3206,Ex,Y,1629,1,0,2,0,3,1,Gd,7,Typ,1,Gd,2003,3,880,Y,0,0,0,0,0,0,0,10,2009,NA,NA,NA,284000
120,RM,59,8198,Pave,Reg,Lvl,AllPub,Gtl,7,5,2004,146,Gd,TA,720,638,1358,Ex,Y,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,2004,2,484,Y,192,30,0,0,0,0,0,7,2008,NA,NA,NA,207000
60,RL,59,9042,Pave,IR1,Lvl,AllPub,Gtl,6,5,1998,0,TA,TA,828,115,943,Gd,Y,1638,1,0,2,1,3,1,TA,7,Typ,2,TA,1998,2,472,Y,100,38,0,0,0,0,0,7,2008,NA,NA,NA,192000
190,RL,NA,164660,Grvl,IR1,HLS,AllPub,Sev,5,6,1965,0,TA,TA,1249,103,1499,Ex,Y,1786,2,0,2,0,3,1,TA,7,Typ,2,Gd,1965,2,529,Y,670,0,0,0,0,0,700,8,2008,NA,NA,Shed,228950
20,RL,86,14157,Pave,IR1,HLS,AllPub,Gtl,9,5,2005,200,Gd,TA,1249,673,1922,Ex,Y,1922,1,0,2,0,3,1,Gd,8,Typ,1,Gd,2005,3,676,Y,178,51,0,0,0,0,0,7,2007,NA,NA,NA,377426
20,RL,70,9135,Pave,Reg,Lvl,AllPub,Gtl,7,5,2002,113,Gd,TA,810,726,1536,Ex,Y,1536,1,0,2,0,3,1,Gd,7,Typ,0,NA,2002,2,532,Y,192,74,0,0,0,0,0,12,2008,NA,NA,NA,214000
20,RL,91,14145,Pave,Reg,Lvl,AllPub,Gtl,7,7,1984,0,Gd,TA,213,995,1208,Ex,Y,1621,1,0,2,0,3,1,Gd,8,Typ,0,NA,1984,2,440,Y,108,45,0,0,0,0,400,5,2006,NA,NA,Shed,202500
20,RL,66,12400,Pave,IR1,Lvl,AllPub,Gtl,6,7,1958,176,TA,TA,585,630,1215,TA,Y,1215,0,0,1,0,3,1,TA,6,Typ,0,NA,1958,1,297,Y,0,0,0,0,234,0,0,6,2009,NA,NA,NA,155000
60,RL,85,14191,Pave,Reg,Lvl,AllPub,Gtl,8,5,2002,0,Gd,TA,0,967,967,Ex,Y,1908,0,0,2,1,4,1,Gd,9,Typ,0,NA,2002,2,431,Y,135,0,0,0,0,0,0,4,2010,NA,NA,NA,202900
20,RH,60,8400,Pave,Reg,Lvl,AllPub,Gtl,4,4,1950,0,Fa,Fa,0,721,721,Gd,Y,841,0,0,1,0,2,1,TA,4,Typ,0,NA,1950,1,294,N,250,0,24,0,0,0,0,9,2009,NA,NA,NA,82000
90,RL,NA,8544,Pave,Reg,Lvl,AllPub,Gtl,3,4,1949,340,TA,TA,0,0,0,Fa,N,1040,0,0,2,0,2,2,TA,6,Typ,0,NA,1949,2,400,Y,0,0,0,0,0,0,0,5,2006,NA,NA,NA,87500
120,RL,63,8849,Pave,IR1,Lvl,AllPub,Gtl,9,5,2005,616,Ex,TA,28,1656,1684,Ex,Y,1684,0,0,2,0,2,1,Ex,6,Typ,1,Ex,2005,2,564,Y,495,72,0,0,0,0,0,7,2008,NA,NA,NA,266000
160,RM,36,2592,Pave,Reg,Lvl,AllPub,Gtl,5,3,1976,0,TA,TA,129,175,536,TA,Y,1112,0,0,1,1,3,1,TA,4,Typ,0,NA,1976,1,336,Y,182,0,0,0,0,0,0,4,2010,NA,NA,NA,85000
50,RL,65,6435,Pave,Reg,Lvl,AllPub,Gtl,6,5,1939,0,TA,TA,0,972,972,Gd,Y,1577,0,0,1,0,3,1,Fa,6,Typ,1,Gd,1939,1,312,Y,0,0,0,0,0,0,0,10,2006,NA,NA,NA,140200
20,RL,NA,12772,Pave,IR1,Lvl,AllPub,Gtl,6,8,1960,0,TA,Gd,498,460,958,TA,Y,958,0,0,1,0,2,1,TA,5,Typ,0,NA,1960,1,301,Y,0,0,0,0,0,0,15500,4,2007,NA,NA,Gar2,151500
20,RL,NA,17600,Pave,IR1,Lvl,AllPub,Gtl,6,5,1960,30,TA,TA,1270,208,1478,Ex,Y,1478,1,0,2,0,3,1,TA,6,Typ,2,Gd,1960,2,498,Y,0,40,0,0,0,0,0,12,2009,NA,NA,NA,157500
160,RL,36,2448,Pave,Reg,Lvl,AllPub,Gtl,7,5,2003,106,Gd,TA,573,191,764,Ex,Y,1626,1,0,2,1,2,1,Gd,6,Typ,0,NA,2003,2,474,Y,0,27,0,0,0,0,0,10,2008,NA,NA,NA,154000
60,RL,56,20431,Pave,IR2,Lvl,AllPub,Gtl,9,5,2005,870,Ex,TA,1410,438,1848,Ex,Y,2728,1,0,2,1,4,1,Ex,10,Typ,2,Ex,2006,3,706,Y,0,0,0,0,0,0,0,4,2006,NA,NA,NA,437154
120,RL,68,7820,Pave,IR1,Lvl,AllPub,Gtl,9,5,2007,362,Ex,TA,0,1869,1869,Ex,Y,1869,0,0,2,0,2,1,Ex,6,Typ,1,Gd,2007,2,617,Y,210,54,0,0,0,0,0,12,2007,NA,NA,NA,318061
120,RL,NA,5271,Pave,IR1,Low,AllPub,Mod,7,5,1986,0,TA,TA,1082,371,1453,Gd,Y,1453,1,0,1,1,2,1,Gd,6,Typ,1,TA,1986,2,445,Y,0,80,0,0,184,0,0,12,2006,NA,NA,NA,190000
50,RL,60,9084,Pave,Reg,Lvl,AllPub,Gtl,5,6,1941,0,TA,TA,236,0,616,TA,N,1111,0,1,1,0,3,1,TA,5,Typ,0,NA,1941,1,200,Y,48,0,0,0,0,0,0,3,2008,NA,NA,NA,95000
30,RM,60,8520,Pave,Reg,Lvl,AllPub,Gtl,6,8,1928,0,TA,Gd,0,624,624,Gd,Y,720,0,0,1,0,2,1,TA,5,Typ,0,NA,2005,2,484,Y,106,0,0,0,0,0,0,5,2010,NA,NA,NA,105900
50,RL,60,8400,Pave,Reg,Bnk,AllPub,Gtl,6,5,1940,0,TA,TA,388,552,940,Ex,Y,1595,0,0,1,0,2,1,TA,6,Typ,2,Gd,1940,1,240,Y,0,0,108,0,0,0,0,6,2006,NA,NA,NA,140000
20,RL,105,11249,Pave,IR2,Lvl,AllPub,Gtl,6,5,1995,0,Gd,Gd,334,322,1200,Ex,Y,1200,1,0,2,0,3,1,Gd,6,Typ,0,NA,1995,2,521,Y,0,26,0,0,0,0,0,8,2007,NA,NA,NA,177500
20,RL,NA,9248,Pave,IR1,Lvl,AllPub,Gtl,6,6,1992,106,TA,TA,560,598,1158,Gd,Y,1167,1,0,2,0,3,1,Gd,6,Typ,0,NA,1992,2,400,Y,120,26,0,0,0,0,0,7,2009,NA,NA,NA,173000
120,RM,44,4224,Pave,Reg,Lvl,AllPub,Gtl,5,5,1976,0,TA,TA,874,268,1142,TA,Y,1142,1,0,1,1,3,1,TA,6,Typ,1,Po,1976,2,528,Y,536,90,0,0,0,0,0,8,2007,NA,MnPrv,NA,134000
80,RL,92,6930,Pave,IR1,Lvl,AllPub,Gtl,5,4,1958,120,TA,TA,300,468,1062,Ex,Y,1352,0,1,1,0,3,1,Gd,6,Min2,0,NA,1958,1,288,Y,168,0,294,0,0,0,0,7,2006,NA,NA,NA,130000
60,RL,78,12011,Pave,IR1,Lvl,AllPub,Gtl,8,5,1998,530,Gd,TA,956,130,1086,Ex,Y,1924,1,0,2,1,3,1,Gd,7,Typ,1,TA,1998,2,592,Y,208,75,0,0,374,0,0,6,2006,NA,NA,NA,280000
85,RL,NA,7540,Pave,IR1,Lvl,AllPub,Gtl,6,6,1978,0,TA,TA,773,115,888,Ex,Y,912,1,0,1,0,2,1,TA,5,Typ,1,TA,1978,2,470,Y,0,0,0,0,192,0,0,6,2007,NA,MnPrv,NA,156000
50,RL,NA,9144,Pave,Reg,Lvl,AllPub,Gtl,5,5,1940,0,TA,TA,399,484,883,Gd,Y,1505,1,0,1,0,3,1,TA,8,Typ,0,NA,1940,1,240,N,0,0,0,0,0,0,0,7,2008,NA,NA,NA,145000
85,RL,64,7301,Pave,Reg,Lvl,AllPub,Gtl,7,5,2003,500,Gd,TA,0,0,0,Ex,Y,1922,0,0,3,0,4,1,Gd,7,Typ,1,Ex,2003,2,672,Y,0,0,177,0,0,0,0,7,2009,NA,NA,NA,198500
160,RM,21,1680,Pave,Reg,Lvl,AllPub,Gtl,6,8,1972,510,TA,TA,162,321,483,Gd,Y,987,0,0,1,1,2,1,Gd,5,Typ,0,NA,1972,1,264,Y,250,0,0,0,0,0,0,5,2009,NA,NA,NA,118000
60,RL,NA,18800,Pave,IR1,Lvl,AllPub,Gtl,6,5,1976,120,TA,TA,712,84,796,TA,Y,1574,1,0,2,1,3,1,TA,6,Typ,1,TA,1976,2,566,Y,306,111,0,0,0,0,0,7,2006,NA,NA,NA,190000
70,RM,59,10690,Pave,Reg,Lvl,AllPub,Gtl,5,7,1920,0,TA,Gd,456,216,672,Gd,Y,1344,0,0,1,0,3,1,TA,6,Typ,0,NA,1964,1,468,Y,0,128,218,0,0,0,0,7,2009,NA,NA,NA,147000
20,RL,NA,9500,Pave,IR1,Lvl,AllPub,Gtl,6,5,1963,247,TA,TA,609,785,1394,Gd,Y,1394,1,0,1,1,3,1,TA,6,Typ,2,Gd,1963,2,514,Y,0,76,0,0,185,0,0,7,2009,NA,NA,NA,159000
80,RL,101,9150,Pave,IR1,Lvl,AllPub,Gtl,6,5,1962,305,TA,TA,371,728,1099,Gd,Y,1431,0,1,1,0,3,1,TA,6,Typ,1,Gd,1962,1,296,Y,64,110,0,0,0,0,0,12,2008,NA,NA,NA,165000
20,RL,78,7800,Pave,Reg,Lvl,AllPub,Gtl,5,6,1954,200,TA,TA,540,728,1268,Gd,Y,1268,0,0,1,0,2,1,TA,7,Typ,1,Gd,1954,1,244,Y,0,98,0,0,0,0,0,3,2010,NA,NA,NA,132000
20,RL,NA,9830,Pave,IR1,Lvl,AllPub,Gtl,5,7,1959,0,TA,Gd,72,733,1063,Ex,Y,1287,1,0,1,0,3,1,Gd,7,Typ,1,Gd,1997,2,576,Y,364,17,0,0,182,0,0,3,2010,NA,NA,NA,162000
60,RL,NA,8121,Pave,IR1,Lvl,AllPub,Gtl,6,5,2000,0,TA,TA,0,953,953,Ex,Y,1664,0,0,2,1,3,1,TA,7,Typ,1,TA,2000,2,460,Y,100,40,0,0,0,0,0,1,2006,NA,NA,NA,172400
50,RL,80,17120,Pave,Reg,Lvl,AllPub,Gtl,4,4,1959,0,TA,TA,0,0,0,TA,Y,1588,0,0,2,0,4,1,TA,7,Min2,1,Gd,1991,2,680,N,0,59,0,0,0,0,0,7,2008,NA,NA,NA,134432
120,RL,50,7175,Pave,Reg,Lvl,AllPub,Gtl,6,5,1984,0,TA,TA,623,0,744,TA,Y,752,1,0,1,0,2,1,TA,4,Typ,0,NA,1984,1,264,Y,353,0,0,0,90,0,0,2,2010,NA,MnPrv,NA,125000
20,RL,79,10634,Pave,Reg,Lvl,AllPub,Gtl,5,6,1953,0,TA,TA,428,0,608,TA,Y,1319,1,0,1,0,3,1,TA,5,Min2,0,NA,1953,1,270,Y,66,0,0,0,0,0,0,11,2009,NA,GdWo,NA,123000
60,RL,65,8200,Pave,Reg,Lvl,AllPub,Gtl,7,5,2003,0,Gd,TA,0,847,847,Ex,Y,1928,0,0,2,1,4,1,Gd,8,Typ,1,Gd,2003,2,434,Y,100,48,0,0,0,0,0,7,2007,NA,NA,NA,219500
30,RL,NA,10020,Pave,IR1,Low,AllPub,Sev,1,1,1922,0,Fa,Fa,350,333,683,Gd,N,904,1,0,0,1,1,1,Fa,4,Maj1,0,NA,NA,0,0,Y,0,0,0,0,0,0,0,3,2009,NA,NA,NA,61000
85,RL,57,8846,Pave,IR1,Lvl,AllPub,Gtl,5,5,1996,0,Gd,TA,298,572,870,Ex,Y,914,0,0,1,0,2,1,TA,5,Typ,0,NA,1998,2,576,Y,0,0,0,0,0,0,0,7,2006,NA,NA,NA,148000
60,FV,102,11143,Pave,IR1,Lvl,AllPub,Gtl,8,5,2004,0,Gd,TA,0,1580,1580,Ex,Y,2466,0,0,3,0,4,1,Gd,8,Typ,1,Gd,2004,2,610,Y,159,214,0,0,0,0,0,12,2007,NA,NA,NA,340000
20,RL,88,11394,Pave,Reg,Lvl,AllPub,Gtl,9,2,2010,350,Gd,TA,1445,411,1856,Ex,Y,1856,1,0,1,1,1,1,Ex,8,Typ,1,Ex,2010,3,834,Y,113,0,0,0,0,0,0,6,2010,NA,NA,NA,394432
60,RL,60,8123,Pave,IR1,Lvl,AllPub,Gtl,6,5,2000,16,TA,TA,0,982,982,Ex,Y,1800,0,0,2,1,3,1,TA,7,Typ,1,TA,2000,2,463,Y,100,63,0,0,0,0,0,6,2009,NA,NA,NA,179000
50,RL,50,5000,Pave,Reg,Lvl,AllPub,Gtl,5,6,1924,0,TA,TA,218,808,1026,TA,Y,1691,0,0,2,0,3,1,Gd,6,Typ,1,Gd,1924,1,308,Y,0,0,242,0,0,0,0,5,2010,NA,NA,NA,127000
20,FV,60,7200,Pave,Reg,Lvl,AllPub,Gtl,7,5,2006,0,Gd,TA,0,1293,1293,Ex,Y,1301,1,0,2,0,2,1,Gd,5,Typ,1,Gd,2006,2,572,Y,216,121,0,0,0,0,0,8,2006,NA,NA,NA,187750
60,RL,79,9245,Pave,IR1,Lvl,AllPub,Gtl,7,5,2006,0,Gd,TA,0,939,939,Ex,Y,1797,0,0,2,1,3,1,Gd,8,Typ,0,NA,2006,2,639,Y,144,53,0,0,0,0,0,4,2007,NA,NA,NA,213500
45,RH,60,9000,Pave,Reg,Lvl,AllPub,Gtl,6,3,1928,0,TA,TA,0,784,784,TA,N,784,0,0,1,0,2,1,TA,5,Typ,0,NA,1950,2,360,N,0,0,91,0,0,0,0,10,2009,NA,NA,NA,76000
60,RL,NA,53107,Pave,IR2,Low,AllPub,Mod,6,5,1992,0,Gd,TA,985,595,1580,Ex,Y,1953,1,0,2,1,3,1,Gd,9,Typ,2,Fa,1992,2,501,Y,216,231,0,0,0,0,0,6,2007,NA,NA,NA,240000
120,RL,43,3182,Pave,Reg,Lvl,AllPub,Gtl,8,5,2004,16,Gd,TA,24,1232,1256,Ex,Y,1269,0,0,2,0,2,1,Gd,6,Typ,1,TA,2004,2,430,Y,146,20,0,0,144,0,0,4,2010,NA,NA,NA,192000
50,RL,58,8410,Pave,Reg,Lvl,AllPub,Gtl,5,3,1910,0,TA,Fa,0,658,658,TA,Y,1184,0,0,1,0,5,1,TA,8,Typ,0,NA,NA,0,0,N,0,151,0,0,0,0,0,5,2006,NA,NA,NA,81000
80,RL,72,7200,Pave,Reg,Lvl,AllPub,Gtl,6,6,1976,255,TA,TA,631,410,1041,Ex,Y,1125,1,0,1,0,3,1,TA,6,Typ,1,Fa,1977,1,352,Y,296,0,0,0,0,0,0,10,2009,NA,GdWo,NA,125000
20,RL,93,9382,Pave,IR1,Lvl,AllPub,Gtl,7,5,1999,125,Gd,TA,0,1468,1468,Ex,Y,1479,0,0,2,0,3,1,Gd,6,Typ,0,NA,1999,2,577,Y,120,25,0,0,0,0,0,7,2008,NA,NA,NA,191000
60,RL,96,12474,Pave,Reg,Lvl,AllPub,Gtl,10,5,2007,272,Ex,TA,1280,402,1682,Ex,Y,2332,1,0,2,1,3,1,Ex,9,Typ,1,Ex,2008,3,846,Y,196,134,0,0,0,0,0,8,2008,NA,NA,NA,426000
50,RL,50,8405,Pave,Reg,Lvl,AllPub,Gtl,5,8,1900,0,TA,TA,241,229,861,Ex,Y,1367,1,0,1,0,4,1,TA,7,Typ,0,NA,1978,1,384,Y,0,130,112,0,0,0,0,4,2008,NA,MnPrv,NA,119000
60,RL,71,12209,Pave,IR1,Lvl,AllPub,Gtl,6,5,2001,0,TA,TA,690,114,804,Ex,Y,1961,1,0,2,1,3,1,Gd,7,Typ,1,TA,2001,2,560,Y,125,192,0,0,0,0,0,6,2009,NA,NA,NA,215000
20,RL,NA,8339,Pave,IR1,Lvl,AllPub,Gtl,5,7,1959,0,TA,TA,0,0,0,TA,Y,882,0,0,1,0,3,1,TA,5,Typ,0,NA,1959,1,294,Y,0,0,0,0,0,0,1200,7,2007,NA,MnPrv,Shed,106500
30,RL,NA,7446,Pave,Reg,Lvl,AllPub,Gtl,4,5,1941,0,TA,TA,266,522,788,TA,Y,788,0,0,1,0,2,1,TA,4,Typ,2,TA,NA,0,0,Y,0,0,0,0,0,0,0,4,2006,NA,GdWo,NA,100000
50,RL,60,10134,Pave,Reg,Lvl,AllPub,Gtl,5,6,1940,0,TA,TA,0,735,735,Gd,Y,1034,0,0,1,0,2,1,TA,5,Typ,0,NA,1940,1,240,Y,0,39,0,0,0,0,0,7,2007,NA,NA,NA,109000
20,RL,68,9571,Pave,Reg,Lvl,AllPub,Gtl,5,6,1956,0,TA,TA,739,405,1144,TA,Y,1144,1,0,1,0,3,1,TA,6,Typ,0,NA,1956,1,596,Y,44,0,0,0,0,0,0,6,2010,NA,NA,NA,129000
20,RL,60,7200,Pave,Reg,Low,AllPub,Gtl,5,5,1972,0,TA,TA,777,117,894,TA,Y,894,0,0,1,0,2,1,TA,6,Typ,0,NA,1985,2,600,Y,215,0,0,0,0,0,0,9,2009,NA,NA,NA,123000
60,RL,69,7590,Pave,Reg,Lvl,AllPub,Gtl,5,5,1962,288,TA,TA,540,324,864,TA,Y,1812,0,0,2,0,4,1,TA,8,Typ,1,TA,1962,1,264,Y,0,168,0,0,0,0,0,7,2007,NA,NA,NA,169500
30,RM,60,8967,Pave,Reg,Lvl,AllPub,Gtl,5,2,1920,0,TA,Fa,0,961,961,Gd,Y,1077,0,0,1,0,2,1,TA,6,Maj2,0,NA,1920,1,338,N,0,0,0,0,0,0,0,11,2007,NA,NA,NA,67000
60,FV,65,8125,Pave,Reg,Lvl,AllPub,Gtl,7,5,2006,100,Gd,TA,812,280,1092,Ex,Y,1550,1,0,2,0,2,1,Gd,7,Typ,0,NA,2007,2,438,Y,0,168,0,0,0,0,0,10,2009,NA,NA,NA,241000
120,RL,38,14963,Pave,IR2,Lvl,AllPub,Gtl,8,5,1996,0,Gd,TA,786,474,1260,Ex,Y,1288,1,0,1,1,1,1,Ex,4,Typ,2,Gd,1996,2,500,Y,120,30,0,0,224,0,0,12,2008,NA,NA,NA,245500
20,RL,65,8767,Pave,IR1,Lvl,AllPub,Gtl,7,5,2005,0,Gd,TA,24,1286,1310,Ex,Y,1310,0,0,2,0,3,1,Gd,6,Typ,1,Gd,2005,2,400,Y,0,0,0,0,0,0,0,7,2006,NA,NA,NA,164990
30,RL,60,10200,Pave,Reg,Lvl,AllPub,Gtl,5,8,1940,0,TA,TA,0,672,672,Ex,Y,672,0,0,1,0,2,1,TA,4,Typ,0,NA,1940,1,240,N,168,0,0,0,0,0,0,8,2008,NA,GdPrv,NA,108000
60,RL,93,12090,Pave,Reg,Lvl,AllPub,Gtl,8,5,1998,650,Gd,TA,0,1141,1141,Gd,Y,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,1998,2,420,Y,144,123,0,0,0,0,0,7,2006,NA,NA,NA,258000
60,RL,NA,10364,Pave,IR1,Lvl,AllPub,Gtl,6,5,1995,0,TA,TA,0,806,806,Gd,Y,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,1995,2,373,Y,0,40,0,0,0,0,0,5,2007,NA,NA,NA,168000
20,RL,NA,9991,Pave,IR1,Lvl,AllPub,Gtl,4,4,1976,0,TA,TA,1116,165,1281,Ex,Y,1620,1,0,2,0,3,1,TA,8,Min1,1,TA,1993,2,490,Y,120,78,0,0,0,0,0,6,2009,NA,GdWo,NA,150000
50,RL,51,10480,Pave,Reg,Lvl,AllPub,Gtl,6,5,1936,0,TA,TA,0,1064,1064,Ex,Y,1639,0,0,1,0,3,1,TA,6,Maj2,0,NA,1936,1,240,Y,0,0,0,0,0,0,0,3,2008,NA,NA,NA,115000
70,RL,63,15576,Pave,Reg,Lvl,AllPub,Gtl,6,7,1915,0,TA,TA,0,840,840,Ex,Y,1680,0,0,2,0,4,1,TA,8,Typ,0,NA,1960,1,308,Y,0,0,160,0,0,0,0,3,2008,NA,NA,NA,177000
60,RL,109,14154,Pave,Reg,Lvl,AllPub,Gtl,7,5,2006,350,Gd,TA,0,1063,1063,Ex,Y,2172,0,0,2,1,3,1,Gd,9,Typ,1,Gd,2006,3,947,Y,192,62,0,0,0,0,0,8,2007,NA,NA,NA,280000
60,FV,85,10800,Pave,Reg,Lvl,AllPub,Gtl,8,5,2007,100,Gd,TA,789,245,1034,Ex,Y,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,2008,3,836,Y,0,102,0,0,0,0,0,4,2008,NA,NA,NA,339750
20,RL,68,9571,Pave,Reg,Lvl,AllPub,Gtl,5,3,1958,0,TA,Fa,0,1276,1276,TA,Y,1276,0,0,1,0,3,1,TA,5,Mod,0,NA,1958,1,350,Y,0,0,0,0,0,0,0,6,2009,NA,NA,NA,60000
